0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;;;;;;;;;;;;;;;;;;;;;
Nazwa;Waga nom.;S;DS.;O;P;K;CUSTOM;Samodzielne;Podkategoria;Kategoria glowna;Typ;Kalorie;Tluszcz;Bialko;Weglowodany;Blonnik pokarmowy;Cholesterol;Sod;Potas;Wapn;Fosfor;Magnez;Zelazo;Cynk;Miedz;Mangan;Wit A;Wit D;Wit E;Tiamina;Ryboflawina;Niacyna;Wit B6;Foliany;Wit B12;Wit C
Sok marchwiowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,4;11,3;1,3;0;29;99;13;11;6;0,2;0,12;0,04;0,07;580;0;0,18;0,019;0,019;0,16;0,05;12;0;1,2
Sok marchwiowy z witamina C i wapniem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,4;11,3;1,3;0;29;99;133;11;6;0,2;0,12;0,04;0,07;580;0;0,18;0,019;0,019;0,16;0,05;12;0;31,2
Sok pomaranczowo-grejpfrutowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,6;9,8;0,1;0;2;164;8;13;11;0,4;0,05;0,02;0,03;11;0;0,11;0,057;0,028;0,28;0,08;21,3;0;42,3
Sok pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,6;9,9;0,1;0;2;175;8;14;11;0,4;0,04;0,02;0,03;13;0;0,1;0,06;0,03;0,3;0,09;24;0;43,1
Sok pomaranczowy z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;43;0,1;0,6;9,9;0,1;0;2;175;8;14;11;0,4;0,04;0,02;0,03;13;0;0,1;0,06;0,03;0,3;0,39;42,4;0,18;43,1
Sok pomidorowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;14;0,2;0,8;3,3;1,1;0;193;260;8;19;9;0,5;0,24;0,06;0,06;99;0;1,13;0,059;0,039;0,92;0,14;24;0;16,5
Sok pomidorowy z witaminami C i E;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;14;0,2;0,8;3,3;1,1;0;193;260;8;19;9;0,5;0,24;0,06;0,06;99;0;3,81;0,059;0,039;0,92;0,14;24;0;36,5
Sok wieloowocowy egzotyczny;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;57;0,3;0,8;12,7;0,2;0;3;232;17;20;17;0,4;0,16;0,09;0,17;94;0;0,5;0,059;0,054;0,55;0,16;14,6;0;48,5
Sok wieloowocowy egzotyczny z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;57;0,3;0,8;12,7;0,2;0;3;232;17;20;17;0,4;0,16;0,09;0,17;94;0;1,6;0,169;0,234;1,85;0,32;34,6;0;55,3
Sok wieloowocowy z owocow krajowych;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;45;0,1;0,2;10,9;0,2;0;1;58;5;7;3;0,2;0,06;0,03;0,06;6;0;0,14;0,014;0,014;0,1;0,01;2,1;0;9,6
Sok wielowarzywny;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;25;0,3;1;5,7;1,2;0;312;190;16;20;12;0,5;0,23;0,04;0,1;167;0;0,48;0,036;0,039;0,63;0,11;10;0;12
Sok z bialych winogron;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;68;0,2;0,5;15,9;0,1;0;2;222;17;21;6;0,3;0,11;0,09;0,09;3;0;0,69;0,059;0,04;0,2;0,08;3,9;0;4,1
Sok z jablek i mango;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;48;0,4;0,4;12,3;1,8;0;3;139;5;9;6;0,3;0,14;0,06;0,09;77;0;0,56;0,037;0,031;0,24;0,05;7,5;0;9,5
Sok z marchwi, jablek i owocow tropikalnych;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;52;0,3;0,7;14;2,6;0;27;208;17;19;11;0,4;0,21;0,07;0,14;532;0;0,52;0,046;0,043;0,38;0,11;13;0;26,4
Sol biala;;;;;;;;;;;;0;0;0;0;0;0;38850;0;29;8;290;0,2;0,08;0,16;0,14;0;0;0;0;0;0;0;0;0;0
Sola swieza;;;;;;;;;;;;83;1,4;17,5;0;0;50;100;309;29;195;49;0,8;0,4;0,02;0,01;2;8;0,3;0,06;0,1;3;0,2;11;0,8;0
Solinki paluszki;;;;;;;;;;;;385;4,9;9,9;75,2;1;0;1093;141;24;161;8;1,7;0,53;0,16;0,4;0;0;0,5;0,101;0,042;0,7;0,05;14;0;0
Sos keczup;;;;;;;;;;;;93;1;1,8;22,2;3,2;0;962;335;27;59;32;1,4;0,26;0,26;0,24;175;0;1,5;0,1;0,061;0,37;0,1;5;0;22,7
Spirytus rektyfikowany;;;;;;;;;;;;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stek wieprzowy smazony;150;;Y;Y;Y;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;471;42,7;21,7;1,5;0,1;98;84;382;25;223;23;1,8;4,16;0,11;0,07;29;0,97;2,71;0,641;0,327;4,92;0,29;4,2;0,93;0,1
Strucla z makiem;;;;;;;;;;;;361;15,5;8,3;51,2;4,4;35;92;235;228;225;83;2,1;1,03;0,12;0,75;80;0,6;1,87;0,06;0,125;0,63;0,08;29,6;0,17;0
Strucle tureckie;;;;;;;;;;;;322;2,8;7,7;67,4;1,9;16;126;141;19;82;17;1,2;0,77;0,1;0,31;20;0,14;0,58;0,107;0,103;0,93;0,06;44,1;0,07;0
Strucle wroclawskie;50;Y;Y;;Y;Y;;Y;Pieczywo pszenne wyborowe;Produkty zbozowe;Produkty;303;4,8;8,9;56,9;1,7;9;388;158;56;102;22;1,1;0,83;0,1;0,31;32;0,17;0,83;0,111;0,132;0,9;0,06;36,6;0,14;0,1
Surowka wielowarzywna z jogurtem naturalnym;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;35;0,6;1,7;7;1,3;1;17;222;45;43;12;0,5;0,31;0,08;0,09;154;0,01;1,51;0,047;0,09;0,73;0,2;26,4;0,09;55,1
Surowka z bialej kapusty;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;67;4,7;1,6;7;2,3;0;17;204;59;29;12;0,3;0,29;0,03;0,21;7;0;3,12;0,063;0,053;0,32;0,08;43,9;0;36,1
Surowka z cykorii i jablek;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;161;16,4;1;3,8;0,8;15;4;130;17;24;7;0,6;0,18;0,09;0,18;117;0,07;6,72;0,036;0,034;0,16;0,03;23,5;0,07;5,3
Surowka z kapusty pekinskiej z majonezem;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;94;8,1;1,6;6;2,2;8;29;169;44;43;17;0,4;0,34;0,05;0,16;131;0,04;2,24;0,047;0,067;0,39;0,21;75,6;0,04;20,2
Surowka z kapusty pekinskiej z olejem;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;53;3,8;1,1;5,7;2,1;0;7;172;35;33;13;0,4;0,28;0,05;0,14;133;0;1,46;0,038;0,054;0,51;0,21;67,3;0;32,5
Surowka z kwaszonej kapusty;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;68;4,7;0,9;7,5;1,9;0;176;174;27;15;6;0,4;0,21;0,04;0,12;3;0;1,95;0,028;0,047;0,11;0,13;11,7;0;11,4
Surowka z marchwi;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;47;2,3;1,1;7,7;2,3;7;51;199;39;33;11;0,3;0,27;0,07;0,12;801;0,02;0,36;0,041;0,059;0,28;0,09;16,8;0,05;3,2
Surowka z marchwi i jablek;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;59;0,3;1;16,6;3,8;0;70;287;32;30;15;0,5;0,35;0,1;0,19;1249;0;0,54;0,058;0,055;0,44;0,14;26;0;5,5
Surowka z ogorkow i pomidorow;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;32;1,8;1,1;3,6;0,7;5;14;157;27;28;8;0,3;0,25;0,08;0,08;46;0,01;0,35;0,036;0,05;0,35;0,07;16,7;0,04;8,7
Surowka z owocow;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;103;0,3;0,5;25,9;1,8;0;2;149;11;14;6;0,4;0,13;0,07;0,08;17;0;0,5;0,038;0,032;0,26;0,03;5;0;6,5
Surowka z owocow i warzyw;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;148;14,3;1,1;5,1;1;11;8;141;12;19;6;0,5;0,26;0,04;0,1;80;0,05;6,26;0,038;0,056;0,37;0,07;29;0,05;9,6
Surowka z papryki;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;91;7,5;1;6,3;1,3;0;6;201;15;23;9;0,5;0,23;0,08;0,09;219;0;4,29;0,038;0,068;0,9;0,22;31,2;0;57,8
Surowka z pomidorow;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;14;0,2;0,8;3,2;1,1;0;7;253;8;19;7;0,4;0,23;0,05;0,05;85;0;0,97;0,058;0,038;0,9;0,14;31,2;0;18,4
Surowka z porow z jablkami;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;141;12,5;1,7;7,9;2,2;11;5;190;34;42;8;0,9;0,52;0,1;0,13;95;0,05;5,34;0,082;0,058;0,42;0,14;35;0,05;13,3
Surowka z rzodkiewki;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;93;5,9;7,5;3,5;0,9;20;25;147;67;101;9;0,4;0,51;0,03;0,08;83;0,09;0,21;0,031;0,165;0,17;0,08;19,9;0,31;8,1
Surowka z selerow i jablek z olejem;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;92;7,5;1,1;8,9;3,6;0;58;236;27;55;13;0,4;0,4;0,04;0,15;3;0;3,28;0,039;0,069;0,63;0,19;8;0;6,2
Surowka z selerow, jablek i marchwi;75;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;60;0,4;0,9;16,5;3,5;0;44;240;22;35;11;0,4;0,34;0,06;0,15;330;0;0,48;0,049;0,056;0,46;0,13;12,8;0;8,1
Syrop truskawkowy;;;;;;;;;;;;264;0,1;0,2;65;0,4;0;4;79;6;6;9;0,3;0,1;0;0,49;1;0;0,03;0;0,01;0;0;0;0;6
Szampan;;;;;;;;;;;;76;0;0,3;1,4;0;0;4;57;3;7;6;0,5;0;0,01;0;0;0;0;0;0,01;0,1;0,02;0;0;0
Szczaw;;;;;;;;;;;;21;0,8;1,1;4,9;2,6;0;14;333;80;23;19;2;0,8;0,07;0,34;641;0;0,3;0,002;0,298;0,59;0,15;13;0;35
Szczupak swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;82;0,8;18,4;0;0;63;63;304;20;215;27;0,6;0,66;0,06;0,04;14;0,9;0,79;0,085;0,07;3;0,15;9;24;1,3
Szczypiorek;;;;;;;;;;;;29;0,8;4,1;3,9;2,5;0;2;252;97;52;26;1,3;0,51;0,07;0,53;567;0;1,6;0,081;0,087;0,35;0,18;64;0;41
Szparagi;;;;;;;;;;;;18;0,2;1,9;3,7;1,5;0;2;300;22;52;18;0,7;0,9;0,08;0,2;101;0;1,8;0,142;0,169;1,25;0,06;150;0;26
Szparagi konserwowe;;;;;;;;;;;;19;0,7;2,1;2,5;1,5;0;290;130;14;28;9;0,4;0,4;0,06;0,14;28;0;0,3;0,03;0,04;0,5;0,04;55;0;15
Szpinak;;;;;;;;;;;;16;0,4;2,6;3;2,6;0;26;235;93;29;53;2,8;0,7;0,1;0,26;707;0;1,88;0,106;0,192;0,58;0,28;193;0;67,8
Szpinak gotowany, zasmazany;75;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;83;6,1;3,8;6,2;2,9;17;37;283;123;49;60;3,1;0,83;0,11;0,29;729;0,06;1,97;0,083;0,188;0,45;0,21;129;0,07;40,8
Szpinak mrozony;;;;;;;;;;;;15;0,4;2,3;2,7;2,3;0;21;190;75;23;43;2,3;0,57;0,08;0,21;636;0;1,69;0,086;0,156;0,47;0,23;154,4;0;42,7
Sztuka miesa gotowana;100;Y;Y;Y;Y;Y;;Y;Potrawy z wolowiny;Potrawy miesne;Potrawy;225;10,4;30,8;3,2;1,3;98;107;594;31;285;38;3,6;4,06;0,11;0,12;162;0,84;0,77;0,089;0,23;6,43;0,47;19,5;1,96;5,2
Szynka delikatesowa z kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;123;5,6;18,2;0;0;73;797;331;11;203;30;1,1;1,6;0,11;0,05;17;0,14;0,26;0,08;0,217;3,04;0,29;7;0,4;0
Szynka kanapkowa;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;102;4,4;14,2;1,4;0;32;1112;317;6;193;19;1,2;1,68;0,09;0,04;0;0,37;0,21;0,437;0,184;4,29;0,39;1,4;0,38;0
Szynka wiejska;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;253;20,3;17,1;0,9;0;57;1026;366;5;195;20;0,9;1,79;0,02;0,01;0;0,6;0,29;0,687;0,231;5,1;0,38;2;0,53;0
Szynka wieprzowa gotowana;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;233;18,3;16,4;1;0;51;857;319;6;187;19;1;1,63;0,04;0,02;0;0,54;0,26;0,619;0,218;4,58;0,34;1,3;0,48;0
Szynka wolowa gotowana;;;;;;;;;Wedliny wieprzowe, wolowe i mieszane;Mieso i przetwory miesne;Produkty;107;2;20,9;1,1;0;54;914;401;5;232;26;2,2;2,27;0,1;0,04;12;0,5;0,18;0,116;0,186;6,95;0,43;5;1,03;0
Szynka z indyka;;;;;;;;;Wedliny z indyka;Mieso i przetwory miesne;Produkty;84;1,6;17,1;0,1;0;58;612;387;3;206;32;0,6;1,54;0,06;0,01;13;0,08;0,02;0,041;0,188;6,28;0,39;10,5;0,85;0
Szynka z piersi kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;98;1,2;21,2;0,2;0;54;933;380;8;234;39;0,5;0,49;0,04;0,03;6;0;0,28;0,087;0,145;11,69;0,52;7,9;0,3;0
Szynka z udzca kurczaka;;;;;;;;;Wedliny z kurczaka;Mieso i przetwory miesne;Produkty;117;5,3;17,2;0;0;74;769;321;11;202;30;0,8;1,27;0,11;0,04;18;0,08;0,26;0,073;0,218;2,71;0,29;7;0,28;0
Szynkowka wieprzowa;;;;;;;;;;;;191;14,7;13,6;1,4;0;41;1115;294;6;168;16;0,9;1,32;0,04;0,03;0;0,43;0,21;0,496;0,18;3,67;0,28;1,4;0,38;0
Szynkowka wolowa;;;;;;;;;;;;85;1,5;16,2;1,4;0;40;1112;338;5;191;20;1,7;1,71;0,09;0,04;9;0,37;0,14;0,087;0,144;5,19;0,33;3;0,77;0
Tluszcz mieszany roslinno-zwierzecy 60% tluszczu;;;;;;;;;Tluszcze mieszane;Tluszcze;Produkty;573;64;0,9;0,9;0;182;5;13;10;10;1;0,1;0,06;0,01;0;598;0,51;7,42;0,01;0,029;0,03;0,01;2;0;0
"Torcik ""Wuzetka""";;;;;;;;;;;;318;11,1;5,8;49;0,8;121;70;208;72;126;27;1,5;0,89;0,22;0,17;146;0,5;0,39;0,042;0,199;0,35;0,04;12,9;0,42;0,5
Tort ananasowy;;;;;;;;;;;;309;10,7;4,4;49;0,6;95;57;73;20;64;9;0,8;0,57;0,04;0,19;134;0,75;1,33;0,038;0,142;0,21;0,04;11,6;0,34;0,9
Truskawki;;;;;;;;;;;;28;0,4;0,7;7,2;1,8;0;1;133;26;25;10;0,7;0,09;0,11;0,22;2;0;0,12;0,028;0,065;0,28;0,06;17;0;66
Truskawki mrozone;;;;;;;;;;;;28;0,4;0,7;7,2;1,8;0;1;133;26;25;10;0,7;0,09;0,11;0,22;2;0;0,12;0,028;0,065;0,28;0,06;15;0;59,4
Truskawki w galaretce;150;Y;Y;;Y;;;Y;Desery;Desery;Potrawy;127;0,2;15,4;16;0,6;0;6;50;11;9;5;0,2;0,03;0,04;0,08;1;0;0,04;0,01;0,023;0,1;0,02;5,9;0;22,8
Truskawki z bita smietana;100;Y;Y;;Y;;;Y;Desery;Desery;Potrawy;127;10,4;1,1;8,4;0,9;36;11;104;43;34;8;0,4;0,13;0,06;0,12;85;0,08;0,24;0,023;0,071;0,17;0,04;10,3;0,07;34,7
Tunczyk swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;137;4,6;23,7;0;0;70;43;356;10;200;33;1;0,7;0,15;0,02;450;7,2;1,2;0,16;0,16;8,5;0,46;15;4;0
Tunczyk w oleju;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;190;9;27,1;0;0;50;515;248;12;294;33;1,2;0,61;0,23;0,05;152;5,8;1,94;0,05;0,06;10,8;0,25;15;2,2;0
Tunczyk w wodzie;75;Y;Y;Y;Y;Y;;Y;Przetwory rybne;Ryby i przetwory rybne;Produkty;96;1,2;21;0;0;70;515;182;13;170;43;1,4;0,88;0,04;0,02;370;4,5;1,2;0,05;0,06;13,5;0,25;15;2,1;0
Wafle nadziewane;;;;;;;;;;;;519;27,5;8,3;60,7;1,2;22;111;163;86;125;19;0,8;0,62;0,06;0,37;61;0;2,7;0,121;0,309;0,57;0,06;6;0,1;0
Wafle w czekoladzie;;;;;;;;;;;;553;33,9;7,4;55,6;0,7;15;91;645;138;183;67;2,8;0,95;0,26;0,26;23;0,04;1,62;0,071;0,305;0,54;0,05;12,9;0,29;0,7
Watroba cieleca;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;124;3,3;19,2;4,1;0;360;87;316;19;306;20;7,9;8,4;5,5;0,28;21927;0,33;0,24;0,28;2,61;15;0,9;240;60;35
Watroba wieprzowa;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;130;3,4;22;2,6;0;354;83;311;10;362;23;18,7;4,51;0,63;0,23;13000;1,1;0,12;0,4;2,98;16,7;0,65;110;25;23
Watroba wolowa;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;125;3,1;20;4;0;234;117;294;7;358;21;9,4;4,11;0,62;0,25;14400;1,1;0,67;0,26;3,33;13,7;0,84;330;110;31
Watrobianka;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;231;20,9;10,7;0,7;0,1;98;794;160;27;136;15;5,7;1,64;0,19;0,13;2462;0,41;0,43;0,21;0,636;4,42;0,22;19;3,98;4
Watrobka kurczaka;;;;;;;;;Podroby drobiowe;Mieso i przetwory miesne;Produkty;136;6,3;19,1;0,6;0;380;85;300;8;320;21;9,5;3,63;0,3;0,26;9304;0,2;0,25;0,36;2,7;10,2;0,4;590;35;23
Watrobka wieprzowa saute smazona;75;;;Y;;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;241;15,8;20,5;4,8;0,3;322;82;305;14;333;22;17,1;4,16;0,59;0,24;10555;1,23;3,37;0,309;2,721;15,26;0,51;80,8;22,77;21,9
Wedzonka wolowa gotowana;;;;;;;;;;;;102;3,1;17,8;0,5;0;52;992;382;5;189;24;2,8;2,6;0,09;0,05;11;0,32;0,19;0,104;0,229;4,92;0,22;4,5;0,99;0,5
Wegorz swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;278;24,5;15;0;0;164;65;217;17;223;21;0,6;1,75;0,09;0,03;980;30;4,14;0,18;0,32;2,6;0,28;13;4,4;1,8
Wegorz wedzony;;;;;;;;;Ryby wedzone;Ryby i przetwory rybne;Produkty;326;28,6;17,9;0;0;140;500;243;19;250;18;0,7;0,47;0,12;0,03;940;36;4;0,19;0,37;3,5;0,16;12;5,8;0
Wermut slodki;;;;;;;;;;;;155;0;0;15,9;0;0;28;30;6;6;4;0,4;0;0,04;0;0;0;0;0;0;0;0;0;0;0
Wieprzowina boczek bez kosci;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;510;53;10,1;0;0;66;78;163;4;95;10;0,7;1,45;0,05;0,01;0;0,7;0,48;0,402;0,161;3,1;0,17;3;0,6;0
Wieprzowina golonka ze skora;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;294;24,7;18,6;0;0;66;73;213;19;145;17;1,1;2,31;0,05;0,01;0;0,7;0,2;0,442;0,177;5,74;0,24;3;0,7;0
Wieprzowina gotowana;150;;;Y;;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;362;29,8;22,5;3,1;1,4;99;95;489;21;236;33;1,8;4,47;0,09;0,13;286;0,96;0,77;0,564;0,358;3,52;0,37;16,2;0,96;5,8
Wieprzowina karkowka;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;267;22,8;16,1;0;0;66;63;283;18;166;17;1,3;3,11;0,08;0,05;0;0,7;0,4;0,575;0,243;3,68;0,26;3;0,7;0
Wieprzowina lopatka;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;257;21,7;16;0;0;72;52;275;5;159;19;1,1;3,14;0,04;0,02;0;0,7;0,4;0,599;0,276;3,06;0,3;3;0,7;0
Wieprzowina pieczona;150;;;Y;;Y;;Y;Wieprzowina;Mieso i przetwory miesne;Produkty;276;24,1;15,4;0,1;0;79;50;265;5;153;18;1,1;3,02;0,04;0,02;29;0,7;0,43;0,447;0,266;2,94;0,22;1,7;0,67;0
Wieprzowina podgardle;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;630;67,8;7,4;0;0;75;38;87;7;49;5;0,7;0,4;0,1;0,02;0;0,7;0,03;0,1;0,085;2,2;0;3;0,6;0
Wieprzowina schab surowy z koscia;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;174;10;21;0;0;69;42;343;15;208;24;1;1,93;0,06;0,04;0;0,6;0,23;0,989;0,186;7,24;0,52;3;0,7;0
Wieprzowina szynka surowa;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;261;21,3;18;0;0;60;62;289;5;179;21;0,9;1,88;0,02;0,01;0;0,7;0,3;0,721;0,242;5,35;0,4;3;0,7;0
Wieprzowina zeberka;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;321;29,3;15,2;0;0;66;63;252;28;157;17;1,3;2,86;0,06;0,05;0;0,7;0,2;0,651;0,236;4,4;0,28;3;0,6;0
Wino biale polwytrawne;150;y;y;y;y;y;y;y;Wina;Napoje alkoholowe;Produkty;81;0;0;3,7;0;0;3;70;10;7;4;1,8;0,03;0,02;0,06;0;0;0;0;0,005;0,05;0,02;0;0;0
Wino biale slodkie;150;y;y;y;y;y;y;y;Wina;Napoje alkoholowe;Produkty;95;0;0,2;5,9;0;0;13;110;14;13;11;0,6;0;0,05;0,1;0;0;0;0;0,01;0,01;0,01;0;0;0
Wino biale wytrawne;150;y;y;y;y;y;y;y;Wina;Napoje alkoholowe;Produkty;66;0;0,1;0,6;0;0;4;61;9;6;8;0,5;0;0,01;0,1;0;0;0;0;0,01;0,01;0,02;0;0;0
Wino czerwone;;;;;;;;;;;;68;0;0,1;0,2;0;0;7;110;7;13;11;0,9;0,1;0,06;0,1;0;0;0;0;0,01;0,01;0,02;0;0;0
Winogrona;;;;;;;;;;;;69;0,2;0,5;17,6;1,5;0;2;226;17;21;6;0,3;0,11;0,09;0,09;3;0;0,7;0,06;0,04;0,2;0,08;6;0;5,4
Wiorki kokosowe;;;;;;;;;;;;606;63,2;5,6;27;21,1;0;28;660;23;160;90;3,6;0,9;0,55;1,8;0;0;1,26;0,03;0,05;0,9;0,09;24;0;0
Wisnie;;;;;;;;;;;;47;0,4;0,9;10,9;1;0;3;150;13;20;9;0,3;0,1;0,13;0,03;40;0;0,13;0,049;0,059;0,4;0,03;8;0;12
Wisnie bez pestek mrozone;;;;;;;;;;;;47;0,4;0,9;10,9;1;0;3;150;13;20;9;0,3;0,1;0,13;0,03;40;0;0,13;0,049;0,059;0,4;0,03;7;0;10,8
Wloszczyzna krojona w paski mrozona;;;;;;;;;;;;25;0,3;1,4;7,9;3,8;0;58;261;32;46;16;0,6;0,4;0,08;0,23;680;0;0,77;0,056;0,06;0,78;0,17;54;0;10,3
Wodki;50;y;y;y;y;y;y;y;Wodki;Napoje alkoholowe;Produkty;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Wolowina pieczen;150;;;Y;;Y;;Y;Wolowina;Mieso i przetwory miesne;Produkty;117;3,6;20,9;0;0;59;78;375;3;204;25;2,3;3,76;0,08;0,04;11;0,4;0,2;0,079;0,222;5,44;0,42;10;1,4;0
Wolowina poledwica;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;113;3,5;20,1;0;0;59;52;382;4;212;26;3,1;2,93;0,1;0,04;11;0,4;0,2;0,117;0,258;5,54;0,25;10;1,4;0
Wolowina rostbef;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;152;7,3;21,5;0;0;70;64;350;9;191;23;2,4;2,78;0,06;0,01;12;0,6;0,35;0,077;0,193;6,69;0,46;7;1,4;0
Wolowina rozbratel;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;157;10,1;16,7;0;0;70;34;313;14;180;21;2,8;2,78;0,08;0,02;12;0,6;0,35;0,07;0,225;4,19;0,25;7;1,4;0
Wolowina szponder;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;217;15,7;19,3;0;0;75;63;266;27;169;19;2,1;3,97;0,03;0,01;12;0,7;0,35;0,064;0,151;3,55;0,26;6;1,4;0
Zarodki pszenne;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;323;9,4;27,5;45,5;14;0;3;1024;51;1070;314;9;14,96;0,91;17,24;0;0;15,1;2,117;0,53;6,31;2,52;330;0;0
Zeberka wieprzowe duszone;150;;;Y;;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;210;19,2;7,9;2,2;0,2;33;32;138;16;81;9;0,7;1,46;0,04;0,04;0;0,35;1,17;0,257;0,122;2,24;0,12;2,3;0,3;0,5
Zelatyna;;;;;;;;;;;;343;0,1;84,2;0;0;0;32;22;11;0;11;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0
Zelki;;;;;;;;;;;;306;0;3;72,3;0;0;61;5;5;6;2;0,2;0,05;0,01;0,01;0;0;0,01;0,001;0;0;0;0,3;0;0,2
Ziarno pszenicy;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;306;2,4;11,1;70,5;11,5;0;4;340;37;330;120;3,8;3,49;0,37;2,65;0;0;1,49;0,423;0,11;3,27;0,28;145;0;0
Ziarno zyta;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;301;2,2;7,9;74,2;12,9;0;3;420;37;302;89;3,4;3,84;0,35;4,24;0;0;1,17;0,363;0,154;1;0,27;113;0;0
Ziemniaki mrozone;;;;;;;;;;;;69;0,1;1,7;16,5;1,4;0;6;359;3;45;19;0,4;0,27;0,08;0,15;1;0;0,05;0,071;0,037;1,18;0,24;18;0;8,8
Ziemniaki pozne;;;;;;;;;;;;85;0,1;1,9;20,5;1,6;0;7;491;4;61;23;0,6;0,35;0,14;0,18;1;0;0,05;0,096;0,041;1,4;0,33;15;0;11
